UID,CSQ,IMEI,CCID,VGSM,SLEEP CURRENT,CHARGING CURRENT,CHARGE STATUS,CHARGER,ACCELEROMETER ID,ACCELEROMETER TYPE,S/N,VCMU,INPUT CURRENT
36080, 28, 86486605433506, 8991450900625795645, 3.712 V, 19.04 uA, 278.320 mA,  CHARGING,  CONNECTED,51,ST, 0458, 3.25 V, 1.72 mA,
36078, 30, 86486605434072, 8991450900625795645, 3.724 V, 19.04 uA, 278.320 mA,  CHARGING,  CONNECTED,51,ST, 0456, 3.25 V, 1.69 mA,
36076, 30, 86486605434083, 8991450900625795645, 3.683 V, 16.11 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 0457, 3.25 V, 1.56 mA,
36073, 31, 86486605434002, 8991450900625795645, 3.706 V, 20.51 uA, 307.617 mA,  CHARGING,  CONNECTED,51,ST, 0445, 3.25 V, 1.66 mA,
36071, 31, 86486605433008, 8991450900625795645, 3.738 V, 23.44 uA, 380.859 mA,  CHARGING,  CONNECTED,51,ST, 0444, 3.25 V, 1.60 mA,
36085, 31, 86486605432548, 8991450900625795645, 3.775 V, 13.18 uA, 131.836 mA,  CHARGING,  CONNECTED,51,ST, 0459, 3.27 V, 1.61 mA,
36090, 31, 86486605433617, 8991450900625795644, 4.115 V, 45.41 uA, 102.539 mA,  CHARGING,  CONNECTED,51,ST,, 3.24 V, 1.71 mA,
36089, 30, 86486605433900, 8991450900625795644, 4.551 V, 43.95 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 0481, 3.24 V, 1.50 mA,
36088, 31, 86486605389271, 8991450900625795644, 4.126 V, 45.41 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 0480, 3.24 V, 1.72 mA,
36087, 31, 86486605433557, 8991450900625795644, 4.115 V, 45.41 uA, 87.891 mA,  CHARGING,  CONNECTED,51,ST, 0479, 3.25 V, 1.57 mA,
36095, 31, 86486605389558, 8991450900625796307, 3.738 V, 20.51 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 0463, 3.25 V, 1.61 mA,
36093, 31, 86486605389611, 8991450900625796307, 3.743 V, 21.97 uA, 424.805 mA,  CHARGING,  CONNECTED,51,ST, 0462, 3.25 V, 1.66 mA,
36091, 31, 86486605433696, 8991450900625796307, 3.658 V, 20.51 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 0460, 3.26 V, 1.75 mA,
36094, 31, 86486605389484, 8991450900625795645, 4.112 V, 43.95 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 0461, 3.25 V, 1.68 mA,
36092, 31, 86486605388989, 8991450900625795645, 4.110 V, 43.95 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 0487, 3.25 V, 1.61 mA,
36107, 30, 86486605433490, 8991450900625795645, 4.093 V, 45.41 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 0492, 3.25 V, 1.72 mA,
36105, 31, 86486605432981, 8991450900625795645, 4.103 V, 45.41 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 0491, 3.25 V, 2.32 mA,
36104, 31, 86486605434260, 8991450900625795645, 4.099 V, 45.41 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 0490, 3.24 V, 1.55 mA,
36102, 28, 86486605433520, 8991450900625795645, 4.112 V, 45.41 uA, 351.563 mA,  CHARGING,  CONNECTED,51,ST, 0489, 3.24 V, 1.59 mA,
36100, 30, 86486605433809, 8991450900625795645, 4.106 V, 45.41 uA, 424.805 mA,  CHARGING,  CONNECTED,51,ST, 0488, 3.24 V, 1.62 mA,
36099, 18, 86486605434164, 8991450900625795645, 4.122 V, 43.95 uA, 102.539 mA,  CHARGING,  CONNECTED,51,ST, 0483, 3.24 V, 1.65 mA,
36098, 15, 86486605434349, 8991450900625795645, 4.125 V, 43.95 uA, 424.805 mA,  CHARGING,  CONNECTED,51,ST, 0484, 3.24 V, 1.55 mA,
36097, 27, 86486605434138, 8991450900625795645, 4.128 V, 43.95 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 0485, 3.24 V, 1.56 mA,
36096, 28, 86486605434086, 8991450900625795645, 4.109 V, 45.41 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 0486, 3.24 V, 1.66 mA,
36108, 31, 86486605434318, 8991450900625796307, 3.854 V, 19.04 uA, 439.453 mA,  CHARGING,  CONNECTED,51,ST, 0468, 3.25 V, 1.69 mA,
36106, 31, 86486605433860, 8991450900625796307, 3.836 V, 20.51 uA, 351.563 mA,  CHARGING,  CONNECTED,51,ST, 0467, 3.26 V, 1.59 mA,
36103, 31, 86486605433022, 8991450900625796307, 3.885 V, 20.51 uA, 322.266 mA,  CHARGING,  CONNECTED,51,ST, 0466, 3.26 V, 1.68 mA,
36101, 31, 86486605433883, 8991450900625796307, 3.904 V, 21.97 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 0464, 3.29 V, 1.73 mA,
36136, 31, 86486605433421, 8991450900625795645, 4.124 V, 45.41 uA, 117.188 mA,  CHARGING,  CONNECTED,51,ST, 0526, 3.24 V, 1.58 mA,
36135, 31, 86486605434256, 8991450900625795645, 4.129 V, 45.41 uA, 292.969 mA,  CHARGING,  CONNECTED,51,ST, 0529, 3.24 V, 1.54 mA,
36134, 29, 86486605433087, 8991450900625795645, 4.121 V, 45.41 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 0525, 3.24 V, 1.57 mA,
36133, 31, 86486605433076, 8991450900625795645, 4.126 V, 45.41 uA, 102.539 mA,  CHARGING,  CONNECTED,51,ST, 0524, 3.24 V, 1.66 mA,
36132, 22, 86486605433104, 8991450900625795645, 4.104 V, 46.88 uA, 292.969 mA,  CHARGING,  CONNECTED,51,ST, 0523, 3.24 V, 1.56 mA,
36131, 31, 86486605433094, 8991450900625795645, 4.131 V, 43.95 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 0522, 3.24 V, 1.69 mA,
36130, 30, 86486605433267, 8991450900625795645, 4.116 V, 42.48 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 0521, 3.24 V, 1.55 mA,
36127, 30, 86486605433952, 8991450900625795644, 4.113 V, 46.88 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 0519, 3.24 V, 1.60 mA,
36126, 31, 86486605433894, 8991450900625795644, 4.134 V, 45.41 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 0518, 3.24 V, 1.61 mA,
36125, 30, 86486605433359, 8991450900625795644, 4.112 V, 45.41 uA, 424.805 mA,  CHARGING,  CONNECTED,51,ST, 0517, 3.24 V, 1.65 mA,
36123, 31, 86486605433579, 8991450900625795644, 4.110 V, 45.41 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 0503, 3.24 V, 1.66 mA,
36122, 31, 86486605722291, 8991450900625795644, 4.119 V, 43.95 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 0502, 3.24 V, 1.63 mA,
36120, 31, 86486605433572, 8991450900625795644, 4.100 V, 43.95 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 0501, 3.25 V, 1.54 mA,
36118, 31, 86486605433173, 8991450900625795644, 4.156 V, 43.95 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 0500, 3.24 V, 1.54 mA,
36117, 31, 86486605434268, 8991450900625795644, 4.094 V, 45.41 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 0499, 3.24 V, 1.57 mA,
36115, 28, 86486605434277, 8991450900625795645, 4.109 V, 43.95 uA, 483.398 mA,  CHARGING,  CONNECTED,51,ST, 0498, 3.24 V, 1.50 mA,
36114, 17, 86486605432488, 8991450900625795645, 4.138 V, 45.41 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 0497, 3.24 V, 1.51 mA,
36112, 31, 86486605432968, 8991450900625795645, 4.112 V, 45.41 uA, 102.539 mA,  CHARGING,  CONNECTED,51,ST, 0496, 3.24 V, 1.57 mA,
36111, 31, 86486605432762, 8991450900625795645, 4.085 V, 43.95 uA, 483.398 mA,  CHARGING,  CONNECTED,51,ST, 0495, 3.24 V, 1.51 mA,
36110, 28, 86486605432652, 8991450900625795645, 4.102 V, 42.48 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 0494, 3.24 V, 1.59 mA,
36109, 29, 86486605432979, 8991450900625795645, 4.109 V, 43.95 uA, 556.641 mA,  CHARGING,  CONNECTED,51,ST, 0493, 3.24 V, 1.61 mA,
36124, 31, 86486605722281, 8991450900625796307, 4.121 V, 19.04 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 0506, 3.26 V, 1.55 mA,
36121, 31, 86486605433602, 8991450900625796307, 4.113 V, 17.58 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 0505, 3.26 V, 1.73 mA,
36119, 31, 86486605722234, 8991450900625796307, 3.911 V, 19.04 uA, 292.969 mA,  CHARGING,  CONNECTED,51,ST, 0504, 3.28 V, 1.54 mA,
36116, 31, 86486605432997, 8991450900625796307, 3.875 V, 20.51 uA, 424.805 mA,  CHARGING,  CONNECTED,51,ST, 0470, 3.28 V, 1.61 mA,
36113, 31, 86486605434442, 8991450900625796307, 3.876 V, 21.97 uA, 292.969 mA,  CHARGING,  CONNECTED,51,ST, 0469, 3.29 V, 1.73 mA,
36129, 31, 86486605722148, 8991450900625796307, 4.110 V, 19.04 uA, 439.453 mA,  CHARGING,  CONNECTED,51,ST, 0508, 3.25 V, 1.69 mA,
36128, 31, 86486605433083, 8991450900625796307, 3.851 V, 65.92 uA, 410.156 mA,  CHARGING,  CONNECTED,51,ST, 0507, 3.26 V, 0.48 mA,
36138, 31, 86486605722181, 8991450900625796307, 3.807 V, 49.80 uA, 395.508 mA,  CHARGING,  CONNECTED,51,ST, 0510, 3.26 V, 1.61 mA,
36137, 31, 86486605433728, 8991450900625796307, 3.718 V, 20.51 uA, 87.891 mA,  CHARGING,  CONNECTED,51,ST, 0509, 3.26 V, 1.72 mA,
36140, 31, 86486605433145, 8991450900625796307, 3.816 V, 27.83 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 0512, 3.25 V, 1.60 mA,
36139, 31, 86486605433806, 8991450900625796307, 3.813 V, 29.30 uA, 410.156 mA,  CHARGING,  CONNECTED,51,ST, 0511, 3.25 V, 1.66 mA,
36141, 31, 86486605433817, 8991450900625796307, 3.809 V, 35.16 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 0514, 3.25 V, 1.69 mA,
36145, 31, 86486605432593, 8991450900625796307, 3.817 V, 23.44 uA, 439.453 mA,  CHARGING,  CONNECTED,51,ST, 0516, 3.25 V, 1.55 mA,
36143, 31, 86486605433499, 8991450900625796307, 3.756 V, 61.52 uA, 351.563 mA,  CHARGING,  CONNECTED,51,ST, 0515, 3.25 V, 1.61 mA,
36144, 25, 86486605433684, 8991450900625795644, 4.100 V, 45.41 uA, 498.047 mA,  CHARGING,  CONNECTED,51,ST, 0528, 3.24 V, 1.54 mA,
36142, 31, 86486605432984, 8991450900625795644, 4.122 V, 43.95 uA, 322.266 mA,  CHARGING,  CONNECTED,51,ST, 0513, 3.24 V, 1.63 mA,
36150, 31, 86486605432678, 8991450900625796307, 3.787 V, 61.52 uA, 131.836 mA,  CHARGING,  CONNECTED,51,ST, 0535, 3.25 V, 1.65 mA,
36147, 31, 86486605432578, 8991450900625796307, 3.705 V, 57.13 uA, 292.969 mA,  CHARGING,  CONNECTED,51,ST, 0533, 3.24 V, 1.64 mA,
36157, 31, 86486605433592, 8991450900625795644, 4.125 V, 43.95 uA, 366.211 mA,  CHARGING,  CONNECTED,51,ST, 0540, 3.24 V, 1.61 mA,
36156, 30, 86486605433678, 8991450900625795644, 4.093 V, 45.41 uA, 454.102 mA,  CHARGING,  CONNECTED,51,ST, 0539, 3.24 V, 1.48 mA,
36154, 31, 86486605432944, 8991450900625795644, 4.116 V, 43.95 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 0538, 3.24 V, 1.58 mA,
36153, 31, 86486605433774, 8991450900625795644, 4.131 V, 45.41 uA, 424.805 mA,  CHARGING,  CONNECTED,51,ST, 0537, 3.24 V, 1.65 mA,
36152, 29, 86486605432800, 8991450900625795644, 4.128 V, 45.41 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 0536, 3.24 V, 1.51 mA,
36151, 31, 86486605433679, 8991450900625795644, 4.107 V, 45.41 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 0532, 3.24 V, 1.63 mA,
36149, 31, 86486605433085, 8991450900625795644, 4.103 V, 46.88 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 0531, 3.24 V, 1.61 mA,
36148, 26, 86486605432594, 8991450900625795644, 4.104 V, 43.95 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 0530, 3.24 V, 1.54 mA,
36146, 31, 86486605432830, 8991450900625795644, 4.107 V, 45.41 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 0527, 3.24 V, 1.51 mA,
36158, 31, 86486605434024, 8991450900625796307, 3.792 V, 48.34 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 0541, 3.25 V, 1.68 mA,
36155, 31, 86486605433692, 8991450900625796307, 3.680 V, 43.95 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 0534, 3.25 V, 1.53 mA,
36168, 31, 86486605434194, 8991450900625795644, 4.241 V, 45.41 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 0553, 3.24 V, 1.49 mA,
36167, 31, 86486605433064, 8991450900625795644, 4.182 V, 45.41 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 0552, 3.24 V, 1.61 mA,
36166, 31, 86486605434276, 8991450900625795644, 4.170 V, 45.41 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 0551, 3.24 V, 1.59 mA,
36165, 31, 86486605432937, 8991450900625795644, 4.279 V, 45.41 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 0550, 3.24 V, 1.44 mA,
36163, 30, 86486605722213, 8991450900625795644, 4.185 V, 45.41 uA, 395.508 mA,  CHARGING,  CONNECTED,51,ST, 0542, 3.24 V, 1.61 mA,
36161, 31, 86486605434151, 8991450900625795644, 4.137 V, 45.41 uA, 102.539 mA,  CHARGING,  CONNECTED,51,ST, 0549, 3.24 V, 1.51 mA,
36160, 31, 86486605432708, 8991450900625795644, 4.850 V, 43.95 uA, 117.188 mA,  CHARGING,  CONNECTED,51,ST, 0548, 3.24 V, 1.52 mA,
36159, 21, 86486605433576, 8991450900625795644, 4.425 V, 45.41 uA, 278.320 mA,  CHARGING,  CONNECTED,51,ST, 0547, 3.24 V, 1.44 mA,
36164, 31, 86486605432971, 8991450900625796307, 3.727 V, 41.02 uA, 395.508 mA,  CHARGING,  CONNECTED,51,ST, 0544, 3.26 V, 1.61 mA,
36162, 31, 86486605433430, 8991450900625796307, 3.678 V, 26.37 uA, 380.859 mA,  CHARGING,  CONNECTED,51,ST, 0543, 3.26 V, 1.64 mA,
36170, 31, 86486605433462, 8991450900625795645, 3.848 V, 20.51 uA, 322.266 mA,  CHARGING,  CONNECTED,51,ST,, 3.29 V, 1.68 mA,
36172, 27, 86486605434078, 8991450900625795644, 4.160 V, 45.41 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 0555, 3.24 V, 1.44 mA,
36171, 31, 86486605432683, 8991450900625795644, 4.342 V, 43.95 uA, 131.836 mA,  CHARGING,  CONNECTED,51,ST, 0554, 3.24 V, 1.55 mA,
36169, 31, 86486605434103, 8991450900625795644, 4.126 V, 43.95 uA, 410.156 mA,  CHARGING,  CONNECTED,51,ST, 0545, 3.24 V, 1.53 mA,
36185, 31, 86486605433937, 8991450900625796307, 4.148 V, 42.48 uA, 73.242 mA,  CHARGING,  CONNECTED,51,ST, 0570, 3.24 V, 1.61 mA,
36184, 31, 86486605433882, 8991450900625796307, 4.093 V, 45.41 uA, 424.805 mA,  CHARGING,  CONNECTED,51,ST, 0569, 3.24 V, 1.70 mA,
36183, 31, 86486605434453, 8991450900625796307, 4.093 V, 43.95 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 0568, 3.24 V, 1.60 mA,
36182, 31, 86486605722263, 8991450900625796307, 4.119 V, 45.41 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 0567, 3.24 V, 1.50 mA,
36181, 31, 86486605433474, 8991450900625796307, 4.110 V, 45.41 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 0566, 3.24 V, 1.52 mA,
36180, 31, 86486605722246, 8991450900625796307, 4.106 V, 45.41 uA, 527.344 mA,  CHARGING,  CONNECTED,51,ST, 0565, 3.24 V, 1.49 mA,
36179, 31, 86486605722224, 8991450900625796307, 4.135 V, 45.41 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 0564, 3.24 V, 1.66 mA,
36178, 31, 86486605722305, 8991450900625796307, 4.112 V, 45.41 uA, 73.242 mA,  CHARGING,  CONNECTED,51,ST, 0563, 3.24 V, 1.55 mA,
36177, 29, 86486605433442, 8991450900625796307, 4.119 V, 45.41 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 0562, 3.24 V, 1.52 mA,
36176, 31, 86486605433360, 8991450900625796307, 4.122 V, 45.41 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 0561, 3.24 V, 1.57 mA,
36175, 31, 86486605434030, 8991450900625796307, 4.113 V, 45.41 uA, 278.320 mA,  CHARGING,  CONNECTED,51,ST, 0560, 3.24 V, 1.59 mA,
36174, 31, 86486605432947, 8991450900625796307, 4.144 V, 43.95 uA, 336.914 mA,  CHARGING,  CONNECTED,51,ST, 0559, 3.24 V, 1.52 mA,
36173, 31, 86486605434215, 8991450900625796307, 4.103 V, 43.95 uA, 366.211 mA,  CHARGING,  CONNECTED,51,ST, 0556, 3.25 V, 1.59 mA,
36188, 30, 86486605434122, 8991450900625796307, 4.112 V, 45.41 uA, 498.047 mA,  CHARGING,  CONNECTED,51,ST, 0573, 3.24 V, 1.51 mA,
36187, 31, 86486605433988, 8991450900625796307, 4.125 V, 43.95 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 0572, 3.24 V, 1.69 mA,
36186, 31, 86486605432850, 8991450900625796307, 4.094 V, 43.95 uA, 380.859 mA,  CHARGING,  CONNECTED,51,ST, 0571, 3.24 V, 1.60 mA,
36217, 31, 86486605434066, 8991450900625796307, 4.126 V, 45.41 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 0605, 3.24 V, 1.53 mA,
36216, 31, 86486605434102, 8991450900625796307, 4.143 V, 45.41 uA, 87.891 mA,  CHARGING,  CONNECTED,51,ST, 0604, 3.24 V, 1.47 mA,
36215, 30, 86486605434309, 8991450900625796307, 4.134 V, 45.41 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 0603, 3.24 V, 1.47 mA,
36214, 31, 86486605722154, 8991450900625796307, 4.126 V, 45.41 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 0602, 3.24 V, 1.50 mA,
36213, 31, 86486605432832, 8991450900625796307, 4.113 V, 45.41 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 0601, 3.24 V, 1.55 mA,
36212, 31, 86486605433852, 8991450900625796307, 4.113 V, 57.13 uA, 102.539 mA,  CHARGING,  CONNECTED,51,ST, 0600, 3.24 V, 1.69 mA,
36211, 31, 86486605722286, 8991450900625796307, 4.112 V, 45.41 uA, 87.891 mA,  CHARGING,  CONNECTED,51,ST, 0599, 3.24 V, 1.59 mA,
36210, 31, 86486605433544, 8991450900625796307, 4.129 V, 45.41 uA, 292.969 mA,  CHARGING,  CONNECTED,51,ST, 0598, 3.24 V, 1.74 mA,
36209, 31, 86486605722177, 8991450900625796307, 4.104 V, 45.41 uA, 87.891 mA,  CHARGING,  CONNECTED,51,ST, 0597, 3.24 V, 1.62 mA,
36208, 31, 86486605722268, 8991450900625796307, 4.119 V, 45.41 uA, 117.188 mA,  CHARGING,  CONNECTED,51,ST, 0596, 3.24 V, 1.58 mA,
36207, 31, 86486605432740, 8991450900625796307, 4.103 V, 45.41 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 0595, 3.24 V, 1.55 mA,
36206, 31, 86486605434308, 8991450900625796307, 4.126 V, 45.41 uA, 322.266 mA,  CHARGING,  CONNECTED,51,ST, 0594, 3.24 V, 1.56 mA,
36205, 29, 86486605434039, 8991450900625796307, 4.119 V, 45.41 uA, 424.805 mA,  CHARGING,  CONNECTED,51,ST, 0593, 3.24 V, 1.59 mA,
36204, 31, 86486605434035, 8991450900625796307, 4.115 V, 45.41 uA, 336.914 mA,  CHARGING,  CONNECTED,51,ST, 0592, 3.24 V, 1.62 mA,
36203, 31, 86486605433391, 8991450900625796307, 4.141 V, 43.95 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 0591, 3.24 V, 1.66 mA,
36202, 31, 86486605722207, 8991450900625796307, 4.109 V, 45.41 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 0590, 3.24 V, 1.71 mA,
36201, 31, 86486605434197, 8991450900625796307, 4.124 V, 42.48 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 0588, 3.24 V, 1.60 mA,
36200, 31, 86486605434314, 8991450900625796307, 4.153 V, 49.80 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 0587, 3.24 V, 1.64 mA,
36199, 31, 86486605432985, 8991450900625796307, 4.119 V, 45.41 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 0586, 3.24 V, 1.55 mA,
36198, 31, 86486605722321, 8991450900625796307, 4.094 V, 46.88 uA, 454.102 mA,  CHARGING,  CONNECTED,51,ST, 0585, 3.24 V, 1.58 mA,
36197, 31, 86486605433944, 8991450900625796307, 4.088 V, 43.95 uA, 468.750 mA,  CHARGING,  CONNECTED,51,ST, 0584, 3.24 V, 1.69 mA,
36196, 31, 86486605434347, 8991450900625796307, 4.112 V, 43.95 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 0583, 3.24 V, 1.61 mA,
36195, 31, 86486605433910, 8991450900625796307, 4.146 V, 45.41 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 0582, 3.24 V, 1.53 mA,
36194, 31, 86486605389373, 8991450900625796307, 4.141 V, 43.95 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 0581, 3.24 V, 1.57 mA,
36193, 31, 86486605432699, 8991450900625796307, 4.100 V, 46.88 uA, 410.156 mA,  CHARGING,  CONNECTED,51,ST, 0580, 3.24 V, 1.67 mA,
36192, 29, 86486605433981, 8991450900625796307, 4.124 V, 45.41 uA, 292.969 mA,  CHARGING,  CONNECTED,51,ST, 0579, 3.24 V, 1.52 mA,
36191, 30, 86486605433848, 8991450900625796307, 4.099 V, 43.95 uA, 512.695 mA,  CHARGING,  CONNECTED,51,ST, 0578, 3.24 V, 1.54 mA,
36190, 20, 86486605432698, 8991450900625796307, 4.091 V, 45.41 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 0577, 3.24 V, 1.69 mA,
36189, 31, 86486605433813, 8991450900625796307, 4.109 V, 42.48 uA, 380.859 mA,  CHARGING,  CONNECTED,51,ST, 0576, 3.24 V, 1.69 mA,
36219, 31, 86486605433015, 8991450900625796307, 4.115 V, 42.48 uA, 87.891 mA,  CHARGING,  CONNECTED,51,ST, 0607, 3.24 V, 1.63 mA,
36218, 31, 86486605433552, 8991450900625796307, 4.131 V, 45.41 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 0606, 3.24 V, 1.57 mA,
36222, 21, 86486605434154, 8991450900625796307, 4.087 V, 45.41 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 0610, 3.24 V, 1.63 mA,
36221, 31, 86486605432982, 8991450900625796307, 4.107 V, 45.41 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 0609, 3.23 V, 1.52 mA,
36220, 22, 86486605434126, 8991450900625796307, 4.126 V, 45.41 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 0608, 3.24 V, 1.61 mA,
36242, 31, 86486605434329, 8991450900625796307, 4.104 V, 43.95 uA, 439.453 mA,  CHARGING,  CONNECTED,51,ST, 0631, 3.24 V, 1.52 mA,
36241, 24, 86486605434065, 8991450900625796307, 4.107 V, 45.41 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 0629, 3.24 V, 1.55 mA,
36240, 31, 86486605432505, 8991450900625796307, 4.115 V, 43.95 uA, 117.188 mA,  CHARGING,  CONNECTED,51,ST, 0628, 3.24 V, 1.70 mA,
36239, 26, 86486605433559, 8991450900625796307, 4.125 V, 51.27 uA, 87.891 mA,  CHARGING,  CONNECTED,51,ST, 0627, 3.24 V, 1.59 mA,
36238, 31, 86486605434336, 8991450900625796307, 4.116 V, 46.88 uA, 366.211 mA,  CHARGING,  CONNECTED,51,ST, 0626, 3.24 V, 1.53 mA,
36237, 30, 86486605389385, 8991450900625796307, 4.134 V, 45.41 uA, 117.188 mA,  CHARGING,  CONNECTED,51,ST, 0625, 3.24 V, 1.50 mA,
36236, 31, 86486605432478, 8991450900625796307, 4.147 V, 45.41 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 0624, 3.24 V, 1.46 mA,
36235, 27, 86486605389013, 8991450900625796307, 4.153 V, 45.41 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 0623, 3.24 V, 1.58 mA,
36234, 31, 86486605434112, 8991450900625796307, 4.151 V, 46.88 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 0622, 3.24 V, 1.61 mA,
36233, 31, 86486605432702, 8991450900625796307, 4.154 V, 45.41 uA, 102.539 mA,  CHARGING,  CONNECTED,51,ST, 0621, 3.24 V, 1.56 mA,
36232, 31, 86486605389492, 8991450900625796307, 4.121 V, 45.41 uA, 73.242 mA,  CHARGING,  CONNECTED,51,ST, 0620, 3.24 V, 1.40 mA,
36231, 31, 86486605433775, 8991450900625796307, 4.124 V, 46.88 uA, 87.891 mA,  CHARGING,  CONNECTED,51,ST, 0619, 3.24 V, 1.52 mA,
36230, 31, 86486605433049, 8991450900625796307, 4.124 V, 48.34 uA, 102.539 mA,  CHARGING,  CONNECTED,51,ST, 0618, 3.24 V, 1.66 mA,
36229, 31, 86486605434283, 8991450900625796307, 4.122 V, 45.41 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 0617, 3.24 V, 1.51 mA,
36228, 31, 86486605432569, 8991450900625796307, 4.102 V, 45.41 uA, 73.242 mA,  CHARGING,  CONNECTED,51,ST, 0616, 3.24 V, 1.55 mA,
36227, 31, 86486605433541, 8991450900625796307, 4.104 V, 45.41 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 0615, 3.24 V, 1.72 mA,
36226, 31, 86486605433977, 8991450900625796307, 4.119 V, 43.95 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 0614, 3.23 V, 1.72 mA,
36225, 31, 86486605433578, 8991450900625796307, 4.134 V, 45.41 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 0613, 3.24 V, 1.58 mA,
36224, 31, 86486605432577, 8991450900625796307, 4.119 V, 46.88 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 0612, 3.24 V, 1.69 mA,
36223, 31, 86486605433784, 8991450900625796307, 4.113 V, 43.95 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 0611, 3.24 V, 1.62 mA,
36245, 31, 86486605433175, 8991450900625795644, 4.099 V, 45.41 uA, 102.539 mA,  CHARGING,  CONNECTED,51,ST, 0634, 3.24 V, 1.59 mA,
