CustomerName,LasPayRecieved,LasBilRaise,CreditBalance,TotHWbill,TotSWbill,LasHW_bildate,avgBillamt,avgBillTout,avgBill:Tout,Totdebitamt,debitTout,TotDebit:debTout,CrntDebitamt,CrntTout,CrntDebitamt:CrntTout,debitFreq,creditFreq,dbtfreq:crdtfreq
KASANA AUTO CARRIERS,26073.00,5841.00,0.8,0,67437.8,,5575,-11682,0:1,67437.8,0.8,84297:1,55755.0,0.8,69694:1,Monthly,halfyearly,Monthly:halfyearly
Kasol Travel Point,3500.00,3481.00,0,3481.0,3481.0,3/28/2022,0,0,0,0,0,0,0,0,0,,,
Kaveri Grammena Bank,,,0,0,9346.0,,0,0,0,0,0,0,-9346.0,0,0,,,
Kaveri Travels,,104430.00,114873.0,114873.0,0,1/28/2022,57436,114873.0,1:2,114873.0,114873.0,1:1,114873.0,114873.0,1:1,yearly,,
KAVIYA BULK CARRIERS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
KAVYA RANI,,,0,0,6195.0,,0,0,0,0,0,0,-6195.0,0,0,,,
KCM BULK CARRIERS,50000.00,100001.00,0,0,100001.0,,0,0,0,0,0,0,0,0,0,,quaterly,
K C Ravi,,4248.00,15129.0,0,15129.0,,0,4248,0,15129.0,15129.0,1:1,4248.0,15129.0,1:4,,,
KEC INTERNATIONAL LIMITED,16506.00,,0,0,0,,0,0,0,0,0,0,0,0,0,,Monthly,
KEC INTERNATIONAL LIMITED 06,,,0,0,13731.0,,0,0,0,0,0,0,-13731.0,0,0,,,
KEC INTERNATIONAL LIMITED 08,5870.00,4248.00,203888.0,162840.0,426613.0,3/29/2022,44370,141800,1:3,461423.0,203888.0,2:1,399335.0,203888.0,2:1,Monthly,quaterly,Monthly:quaterly
KEC INTERNATIONAL LIMITED 09,,,19408.0,0,19408.0,,0,5452,0,19408.0,19408.0,1:1,5452.0,19408.0,1:4,,,
KEC INTERNATIONAL LIMITED 33,,,0,0,21446.0,,0,0,0,0,0,0,-21446.0,0,0,,,
KEC INTERNATIONAL LIMITED- 36,,,0,0,29476.3,,0,0,0,0,0,0,-29476.3,0,0,,,
KEC INTERNATIONAL LIMITED  37,,,717.0,0,3265.0,,637,0,0,3265.0,717.0,5:1,2548.0,717.0,4:1,Monthly,,
KEC INTERNATIONAL LTD 20,,,9558.0,0,9558.0,,3186,6372,1:2,9558.0,9558.0,1:1,6372.0,9558.0,1:2,quaterly,,
KEERTHANA BULK TRANSPORTS HPCL,2100.00,2100.00,0,0,3930.0,,1965,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
KEERTHY MARKETING,743.00,,0,0,743.0,,0,0,0,0,0,0,-743.0,0,0,,halfyearly,
KEMPANNA THARAHUNISE MUNIRAJU,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
KG TRANSPORT HPCL,1830.00,1830.00,0,0,5490.0,,1830,0,0,0,0,0,0,0,0,quaterly,halfyearly,quaterly:halfyearly
Kheriwala Gases,,531.00,12852.0,0,12852.0,,1213,9708,1:8,12852.0,12852.0,1:1,9708.0,12852.0,1:1,Monthly,,
Khushi travels 17579,,6962.00,0,6962.0,6962.0,6/30/2021,0,0,0,0,0,0,0,0,0,,,
Kiratpur Gas Agency,4694.00,,3129.0,0,7823.0,,3911,3129.0,1:1,7823.0,3129.0,3:1,7823.0,3129.0,3:1,halfyearly,,
KIRUTHIGA ROADLINES IOCL 11004378,,,0,0,2962.42,,0,0,0,0,0,0,-2962.42,0,0,,,
K. JANARDHAN,,,0,0,1770.0,,0,0,0,0,0,0,-1770.0,0,0,,,
K K B ROAD LINES IOCL 11032133,,,0,0,544.68,,0,0,0,0,0,0,-544.68,0,0,,,
KKC TRANSPORT HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
KKK TRANSPORT IOCL 11020391,,,0,0,1098.9,,0,0,0,0,0,0,-1098.9,0,0,,,
KKP TRANSPORTS IOCL 11020397,,,0,0,1091.26,,0,0,0,0,0,0,-1091.26,0,0,,,
K.K.ROADWAYS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
KKS LORRY SERVICE HPCL,2135.00,2135.00,0,0,2135.0,,0,0,0,0,0,0,0,0,0,,,
K L V TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
KM BROTHERS TRANSPORT IOCL 11004318,,,0,0,4188.68,,0,0,0,0,0,0,-4188.68,0,0,,,
KMS TRANSPORTS HPCL,12660.00,3660.00,0,9000.0,7320.0,8/13/2021,0,0,0,0,0,0,0,0,0,,Monthly,
KMS TRANSPORTS IOCL 11004321,,,0,0,60948.06,,0,0,0,0,0,0,-60948.06,0,0,,,
KN Nehra Travels,,3481.00,0,3481.0,3481.0,4/14/2021,0,0,0,0,0,0,0,0,0,,,
Kohinoor Travels,,,0,0,0,12/30/2021,0,0,0,0,0,0,0,0,0,,,
Kohinoor Travels19720,,6962.00,6962.0,6962.0,0,12/10/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
KONGUNADU LORRY SERVICE IOCL 11005815,,,0,0,627.0,,0,0,0,0,0,0,-627.0,0,0,,,
KOSAMATTAM FINANCE LTD,3398.00,3398.00,0,80712.0,16990.0,10/21/2021,19540,0,0,0,0,0,0,0,0,quaterly,quaterly,quaterly:quaterly
KOSHYS GROUP OF INSTITUTIONS,,9558.00,9912.0,0,9912.0,,0,9558,0,9912.0,9912.0,1:1,9558.0,9912.0,1:1,,,
KOWSHIK CARGO MOVERS HPCL,1830.00,3660.00,0,0,7320.0,,3660,0,0,0,0,0,0,0,0,Monthly,quaterly,Monthly:quaterly
K PALANIVELU HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
KP AND SONS TRANSPORT IOCL 11032219,,,0,0,544.84,,0,0,0,0,0,0,-544.84,0,0,,,
KrishnaRath 15214,,6962.00,6962.0,6962.0,0,8/2/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
Krishna Travels,3500.00,3481.00,62.0,6962.0,6962.0,11/30/2021,3481,62.0,56:1,6962.0,62.0,112:1,6962.0,62.0,112:1,Monthly,Monthly,Monthly:Monthly
Krishna Travelss 18110,,,0,0,13924.0,,0,0,0,0,0,0,-13924.0,0,0,,,
KRITHIK CORPORATE SERVICES PRIVATE LIMITED,,10620.00,11045.0,0,11045.0,,0,11045.0,0,11045.0,11045.0,1:1,11045.0,11045.0,1:1,,,
KRITHIK CORPORATE SERVICES PRIVATE LIMITED 36,,3304.00,3304.0,3304.0,0,3/3/2022,0,3304.0,0,3304.0,3304.0,1:1,3304.0,3304.0,1:1,,,
KRK TRANSPORT IOCL,,,0,0,10469.84,,0,0,0,0,0,0,-10469.84,0,0,,,
KRMS LORRY SERVICE IOCL 11004335,,,0,0,42791.26,,0,0,0,0,0,0,-42791.26,0,0,,,
Kropex India Ltd,,,0,0,6844.0,,0,0,0,0,0,0,-6844.0,0,0,,,
K R S TRANSPORTS IOCL 11004342,,,0,0,37666.52,,0,0,0,0,0,0,-37666.52,0,0,,,
KSA GAS AGENCY,,,0,0,743.0,,0,0,0,0,0,0,-743.0,0,0,,,
K SINGARAJ HPCL,3660.00,3660.00,0,4500.0,9150.0,8/31/2021,4550,0,0,0,0,0,0,0,0,quaterly,halfyearly,quaterly:halfyearly
KSN Lorry Services HPCL,4880.00,4880.00,0,0,7930.0,,3965,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
KSVM ENTERPRISES HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
KT Transport,4248.00,236.00,9069.0,15000.0,70757.0,8/5/2021,5065,-15904,0:1,85757.0,9069.0,9:1,60784.0,9069.0,7:1,Monthly,Monthly,Monthly:Monthly
Kukkeshree Travels,,,0,3481.0,0,12/30/2021,0,0,0,0,0,0,0,0,0,,,
KUMAR AND KUMAR GAS AGENCY,,,0,0,1487.0,,0,0,0,0,0,0,-1487.0,0,0,,,
KUMAR ROAD LINES IOCL 11026846,,,0,0,6462.84,,0,0,0,0,0,0,-6462.84,0,0,,,
KUPPUS BULK CARRIER IOCL 11037616,,,0,0,3044.84,,0,0,0,0,0,0,-3044.84,0,0,,,
KURIOSITY TECHNO LABS PRIVATE LIMITED,4366.00,4130.00,0,4130.0,236.0,3/24/2022,0,0,0,0,0,0,-236.0,0,0,,,
KVR Tours And Travels,,3481.00,3481.0,3481.0,0,7/29/2021,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
Lakhanlal Roadways16784,,3481.00,3481.0,3481.0,0,9/8/2021,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
LAKSHMI ROAD CARRIERS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
Lakshmi Samanvi Fuels,,,0,0,4228.0,,0,0,0,0,0,0,-4228.0,0,0,,,
LAKSMI GHAYATHRI TRANSPORT IOCL,,,0,0,740.84,,0,0,0,0,0,0,-740.84,0,0,,,
LALA Bus Service21803,,10443.00,10443.0,10443.0,0,8/5/2021,0,10443.0,0,10443.0,10443.0,1:1,10443.0,10443.0,1:1,,,
LATHA ROAD LINES HPCL,3660.00,3660.00,0,0,3660.0,,0,0,0,0,0,0,0,0,0,,,
LATHA ROAD WAYS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
LATHA ROADWAYS IOCL 11004397,,,0,0,544.84,,0,0,0,0,0,0,-544.84,0,0,,,
LD Motors18497,,,0,0,6962.0,4/8/2021,0,0,0,0,0,0,-6962.0,0,0,,,
LG Soft India Pvt.Ltd.,4872.00,4956.00,8026.0,5900.0,58996.0,9/24/2021,5568,4378,1:1,64896.0,8026.0,8:1,61248.0,8026.0,8:1,Monthly,Monthly,Monthly:Monthly
Liberian Agricultural Company(Africa),108776.00,44880.00,3798.0,135388.0,89760.0,11/25/2021,112574,3798.0,30:1,225148.0,3798.0,59:1,225148.0,3798.0,59:1,Monthly,,
Libra Travels,,3481.00,3481.0,3481.0,3481.0,9/30/2021,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
Linkeddots Engineering Solutions Private Limited,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
L N CHEM,20886.00,8496.00,0,12390.0,8496.0,10/18/2021,0,0,0,0,0,0,0,0,0,,,
Lokenath Bus Service,,3481.00,3481.0,3481.0,0,12/16/2021,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
LORD VENKATESHWARA TRANSPORT HPCL,2440.00,2440.00,0,0,2440.0,,0,0,0,0,0,0,0,0,0,,,
LORD VENKATESHWARA TRANSPORT IOCL 11004399,,,0,0,2025.0,,0,0,0,0,0,0,-2025.0,0,0,,,
Lotus,,13924.00,13924.0,13924.0,0,4/20/2021,0,13924.0,0,13924.0,13924.0,1:1,13924.0,13924.0,1:1,,,
Lotus Travels 19860,,10443.00,10443.0,10443.0,0,3/7/2022,0,10443.0,0,10443.0,10443.0,1:1,10443.0,10443.0,1:1,,,
L&T HYDROCARBON ENGINEERING LIMITED,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
Lucky Travels,3500.00,3481.00,0,3481.0,3481.0,2/26/2022,0,0,0,0,0,0,0,0,0,,,
Lumos data Analytics Pvt Ltd,10000.00,2336.00,0,4130.0,2336.0,8/2/2021,3233,0,0,0,0,0,0,0,0,quaterly,,
Luxe Xpress20074,,6962.00,6962.0,6962.0,0,12/1/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
Maa Bhawani Travels,,,0,0,6943.0,,0,0,0,0,0,0,-6943.0,0,0,,,
Maa Parwati Travels19344,,,0,0,3481.0,,0,0,0,0,0,0,-3481.0,0,0,,,
Maa Shanti Travels,3481.00,3200.00,6400.0,9881.0,0,3/19/2022,3293,6400.0,1:2,9881.0,6400.0,2:1,9881.0,6400.0,2:1,quaterly,,
Maa Travels 16684,,,0,0,6962.0,,0,0,0,0,0,0,-6962.0,0,0,,,
Maa Travels 16759,,3481.00,3481.0,3481.0,0,3/14/2022,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
Maa Vaishno Devi19237,,3481.00,3664.0,3481.0,183.0,8/21/2021,0,3481,0,3664.0,3664.0,1:1,3481.0,3664.0,1:1,,,
Maco Corporation India Pvt Ltd,1770.00,,0,0,1770.0,,0,0,0,0,0,0,-1770.0,0,0,,,
MADANAHALLY LAKSHMINARAYANSASTRY SURESHBABU,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
Madhuban Transport22842,,7000.00,7000.0,7000.0,0,12/23/2021,0,7000.0,0,7000.0,7000.0,1:1,7000.0,7000.0,1:1,,,
Madhurika Travels22445,,7000.00,7000.0,7000.0,0,10/28/2021,0,7000.0,0,7000.0,7000.0,1:1,7000.0,7000.0,1:1,,,
Madhusmita Tours and Travels21226,,,0,0,10443.0,4/8/2021,0,0,0,0,0,0,-10443.0,0,0,,,
MADURAI HARSHA TRAVELS,14100.00,7052.00,0,7052.0,0,12/15/2021,0,0,0,0,0,0,0,0,0,,,
Magadh Industries Private Limited,7500.00,6962.00,0,6962.0,0,1/28/2022,0,0,0,0,0,0,0,0,0,,,
MAHADEV TRAVELS,7000.00,6962.00,0,6962.0,6962.0,9/30/2021,0,0,0,0,0,0,0,0,0,,,
MAHAGANAPATHI GAS CARRIER IOCL 11026756,,,0,0,3782.0,,0,0,0,0,0,0,-3782.0,0,0,,,
MAHALAKSHMI BULK CARRIER IOCL 11004423,,,0,0,544.84,,0,0,0,0,0,0,-544.84,0,0,,,
MAHALAKSHMI TRANSPORT HPCL,2135.00,2135.00,0,0,2135.0,,0,0,0,0,0,0,0,0,0,,,
Mahalaxmi Bus22809,,6962.00,6962.0,6962.0,0,1/24/2022,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
Mahalaxmi Travels Jalna,,,0,0,0,12/30/2021,0,0,0,0,0,0,0,0,0,,,
Maharaja Travels 17529,,,0,0,0,12/30/2021,0,0,0,0,0,0,0,0,0,,,
MAHARSHI TRANSP0RT HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
Mahavir Logistics19086,,,0,0,0,4/8/2021,0,0,0,0,0,0,0,0,0,,,
Maheshwaran Travels,3000.00,2997.00,0,2997.0,2997.0,10/30/2021,0,0,0,0,0,0,0,0,0,,,
Maheswaram Travels,3500.00,6962.00,0,6962.0,6962.0,8/11/2021,0,0,0,0,0,0,0,0,0,,,
Mahindra Logistics Limited,,,0,0,33923.6,,0,0,0,0,0,0,-33923.6,0,0,,,
MALAYANOORAMMAN TRANSPORTS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
MALAYANOORAMMAN TRANSPORTS IOCL 11004429,,,0,0,4200.0,,0,0,0,0,0,0,-4200.0,0,0,,,
MALAYAPPASAMY TRANSPORTS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
MANAPPURAM FINANCE LIMITED,,535720.00,535720.0,535720.0,0,1/27/2022,0,535720.0,0,535720.0,535720.0,1:1,535720.0,535720.0,1:1,,,
MANI BULLAT SERVICE HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
MANI SOUND AND LIGHTING,6000.00,,514.0,0,6514.0,,0,-6000,0,6514.0,514.0,13:1,0.0,514.0,0,,,
MANIVEL BULK CARRIER IOCL 11032004,,,0,0,2100.0,,0,0,0,0,0,0,-2100.0,0,0,,,
MANIVEL MOTOR SERVICE IOCL 11026863,,,0,0,585.42,,0,0,0,0,0,0,-585.42,0,0,,,
MANJUNATH,9000.00,3218.00,0,5782.0,3218.0,2/1/2022,0,0,0,0,0,0,0,0,0,,,
MANJUNATHA NANDEESH,1.00,23600.00,7099.0,23600.0,0,6/23/2021,0,7099.0,0,23600.0,7099.0,3:1,23600.0,7099.0,3:1,,yearly,
MANKUMARI TRANSPORT HPCL,3660.00,3660.00,0,0,9150.0,,4575,0,0,0,0,0,0,0,0,yearly,yearly,yearly:yearly
MANOHAR,,,0,0,4252.0,,0,0,0,0,0,0,-4252.0,0,0,,,
MANOJ TRANSPORTS IOCL 11004442,,,0,0,2025.42,,0,0,0,0,0,0,-2025.42,0,0,,,
Mansi Travels,,3481.00,2457.0,3481.0,0,2/19/2022,0,2457.0,0,3481.0,2457.0,1:1,3481.0,2457.0,1:1,,,
M A PALANISAMY HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
MARGAO GAS DISTRIBUTORS,4847.00,4248.00,0,3009.0,4838.0,5/25/2021,3923,0,0,0,0,0,0,0,0,quaterly,Monthly,quaterly:Monthly
MARIGOLD LOGISTICS PRIVATE LIMITED,11600.00,2950.00,0,38350.0,21889.0,3/8/2022,12047,0,0,0,0,0,0,0,0,quaterly,quaterly,quaterly:quaterly
MARUTHI TRANSPORTS,,,0,0,3540.0,,0,0,0,0,0,0,-3540.0,0,0,,,
Matrix International W.L.L.,65120.00,1426.00,727.98,1426.0,65847.98000000001,4/9/2021,0,-63694,0,65847.98,727.98,90:1,1425.9999999999927,727.98,2:1,,,
MAYILVAGANAM LORRY SERVICE IOCL 10217529,3000.00,3000.00,1089.52,0,7089.52,,3000,0,0,7089.52,1089.52,7:1,6000.0,1089.52,6:1,quaterly,quaterly,quaterly:quaterly
Medikonda Travels21367,,,0,0,6962.0,,0,0,0,0,0,0,-6962.0,0,0,,,
Meenakshi Travels,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
Meena LPG Industries,35500.00,3540.00,748.0,6372.0,44138.0,4/7/2021,25255,748.0,34:1,50510.0,748.0,68:1,50510.0,748.0,68:1,yearly,,
Meena Tours and Travels,,6962.00,6962.0,6962.0,0,7/28/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
Meher Travels,,6962.00,6962.0,6962.0,6962.0,9/30/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
Meril Life Sciences  India Pvt Ltd,13500.00,12744.00,18360.0,19116.0,12744.0,2/23/2022,15930,18360.0,1:1,31860.0,18360.0,2:1,31860.0,18360.0,2:1,Monthly,,
Meropathy,6514.00,,0,0,7387.0,,0,0,0,0,0,0,0,0,0,,,
MERSEL FOODS PRIVATE LIMITED,3570.00,118.00,7434.0,40474.0,26288.0,9/15/2021,6676,7434.0,1:1,66762.0,7434.0,9:1,66762.0,7434.0,9:1,Monthly,quaterly,Monthly:quaterly
METHODEX SYSTEMS PRIVATE LIMITED,28188.00,,11340.0,0,133568.0,,9558,-7532,-1:1,133568.0,11340.0,12:1,114696.0,11340.0,10:1,Monthly,quaterly,Monthly:quaterly
Metro Cash and Carry India Pvt Ltd,232000.00,206500.00,211740.0,0,824820.0,,274940,211740.0,1:1,824820.0,211740.0,4:1,824820.0,211740.0,4:1,halfyearly,Monthly,halfyearly:Monthly
METRO TELWORKS PRIVATE LIMITED,8545.00,,4053.0,0,47792.0,,11948,4053.0,3:1,47792.0,4053.0,12:1,47792.0,4053.0,12:1,quaterly,quaterly,quaterly:quaterly
M G Brothers,3073.00,,763.0,0,3836.0,,0,0,0,3836.0,763.0,5:1,3073.0,763.0,4:1,,,
Mishra Paribahan,,,0,0,3481.0,,0,0,0,0,0,0,-3481.0,0,0,,,
MITESH CARRIERS IOCL 11004448,,,0,0,1185.26,,0,0,0,0,0,0,-1185.26,0,0,,,
MITHESH CARRIER,13275.00,22568.00,22569.0,0,129991.0,,64995,22569.0,3:1,129991.0,22569.0,6:1,129991.0,22569.0,6:1,halfyearly,Monthly,halfyearly:Monthly
MITHRAN BULK CARRIER IOCL 11026772,,,0,0,3902.42,,0,0,0,0,0,0,-3902.42,0,0,,,
MK Tour and Travels,6962.00,6962.00,0,6962.0,0,8/7/2021,0,0,0,0,0,0,0,0,0,,,
MK transports HPCL,1830.00,1830.00,0,0,3965.0,,1982,0,0,0,0,0,0,0,0,quaterly,quaterly,quaterly:quaterly
MMK Logistics HPCL,3600.00,3600.00,0,0,7260.0,,3630,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
MMM Travels,,3481.00,6962.0,6962.0,0,3/14/2022,3481,6962.0,1:2,6962.0,6962.0,1:1,6962.0,6962.0,1:1,yearly,,
MMS Travels21541,,,0,0,3481.0,,0,0,0,0,0,0,-3481.0,0,0,,,
MOC LOGISTICS HPCL,305.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,Monthly,Monthly,Monthly:Monthly
Mohammed Khaja,,,0,0,6372.0,,0,0,0,0,0,0,-6372.0,0,0,,,
Mohanaprakash bulk carrier HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
MONISH SALOMAN,,,2832.0,0,2832.0,,0,2832.0,0,2832.0,2832.0,1:1,2832.0,2832.0,1:1,,,
Monsa Foods Pvt Ltd,2124.00,,0,0,3540.0,,0,0,0,0,0,0,0,0,0,,quaterly,
Moonlight Travels Katra,,5999.00,0,5999.0,5999.0,7/31/2021,0,0,0,0,0,0,0,0,0,,,
Motherlandcargomovers HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
Mr Bhagat Singh,,,13555.0,0,13555.0,,0,2945,0,13555.0,13555.0,1:1,2945.0,13555.0,1:5,,,
MR NARESH KUMAR SUMAN,2000.00,,1180.0,0,5900.0,,295,-1180,0:1,5900.0,1180.0,5:1,3540.0,1180.0,3:1,Monthly,yearly,Monthly:yearly
Mr Ramesh Bishnoi,,,0,0,840.0,,0,0,0,0,0,0,-840.0,0,0,,,
MR.SACHIN,,,6136.0,0,6136.0,,0,3068,0,6136.0,6136.0,1:1,3068.0,6136.0,1:2,,,
M/s. Green Robot Machinery  Private Limited,162000.00,7631.00,111654.94,63597.0,558354.94,1/5/2022,42037,57745,1:1,558354.94,111654.94,5:1,504444.99999999994,111654.94,5:1,Monthly,halfyearly,Monthly:halfyearly
Ms lorry service HPCL,1830.00,3660.00,0,0,5490.0,,2745,0,0,0,0,0,0,0,0,halfyearly,quaterly,halfyearly:quaterly
MSM TRANSPORTS,38232.00,47790.00,47790.0,0,241650.0,,120825,47790.0,3:1,241650.0,47790.0,5:1,241650.0,47790.0,5:1,halfyearly,Monthly,halfyearly:Monthly
M S P BULK CARRIERS HPCL,3660.00,3660.00,0,0,3660.0,,0,0,0,0,0,0,0,0,0,,,
M S P TRANSPORT HPCL,2440.00,2440.00,0,0,4270.0,,2135,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
MS Support Services Pvt Ltd,1180.00,1180.00,59022.0,0,61382.0,,885,-590,-2:1,61382.0,59022.0,1:1,1770.0,59022.0,1:33,Monthly,halfyearly,Monthly:halfyearly
MST BULK CARRIERS IOCL 11037470,,,0,0,4525.42,,0,0,0,0,0,0,-4525.42,0,0,,,
MUGIL TRUCKING GAS HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,yearly,yearly,yearly:yearly
MUHILAN ROADWAYS HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
MUHILAN TRANSPORTS IOCL 11004455,,,0,0,2174.0,,0,0,0,0,0,0,-2174.0,0,0,,,
MUKUNTH BULK CARRIER HPCL,2135.00,2135.00,0,0,3965.0,,1982,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
MUNISWAMY GOWDA M,,,3115.0,0,3115.0,,0,3115.0,0,3115.0,3115.0,1:1,3115.0,3115.0,1:1,,,
Muralikrishna Travels,,,0,0,6962.0,,0,0,0,0,0,0,-6962.0,0,0,,,
MURUGAN OIL CORPORATION,86730.00,86730.00,85901.0,0,1181394.0,,90386,-10854,-8:1,1181394.0,85901.0,14:1,1084639.0,85901.0,13:1,Monthly,Monthly,Monthly:Monthly
MURUGAN OIL CORPORATION IOCL 10218535,,,0,0,3683.1,,0,0,0,0,0,0,-3683.1,0,0,,,
MURUGAVILAS GOLDEN TRANSPORTS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
Musafir Travels,,,0,0,0,12/30/2021,0,0,0,0,0,0,0,0,0,,,
MUTHOOT FINCORP LTD,403344.00,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
MUTHOOT FINCORP LTD 03,444034.00,255529.00,0,444034.0,0,2/2/2022,0,0,0,0,0,0,0,0,0,,,
MUTHOOT FINCORP LTD 06,45802.00,284852.00,284852.0,586460.0,0,3/30/2022,293230,284852.0,1:1,586460.0,284852.0,2:1,586460.0,284852.0,2:1,Monthly,,
MUTHOOT FINCORP LTD 07,389577.00,351876.00,351876.0,741453.0,0,3/31/2022,370726,351876.0,1:1,741453.0,351876.0,2:1,741453.0,351876.0,2:1,Monthly,,
MUTHOOT FINCORP LTD 08,385388.00,209450.00,0,385388.0,0,2/7/2022,0,0,0,0,0,0,0,0,0,,,
MUTHOOT FINCORP LTD 09,,259718.00,259718.0,259718.0,0,3/30/2022,0,259718.0,0,259718.0,259718.0,1:1,259718.0,259718.0,1:1,,,
MUTHOOT FINCORP LTD 10,87969.00,87969.00,0,87969.0,0,2/8/2022,0,0,0,0,0,0,0,0,0,,,
MUTHOOT FINCORP LTD 19,117292.00,117292.00,0,117292.0,0,2/10/2022,0,0,0,0,0,0,0,0,0,,,
MUTHOOT FINCORP LTD 21,,209450.00,209450.0,209450.0,0,3/31/2022,0,209450.0,0,209450.0,209450.0,1:1,209450.0,209450.0,1:1,,,
MUTHOOT FINCORP LTD 23,8378.00,8378.00,0,8378.0,0,2/4/2022,0,0,0,0,0,0,0,0,0,,,
MUTHOOT FINCORP LTD 32,,26243.00,26243.0,0,26243.0,,0,26243.0,0,26243.0,26243.0,1:1,26243.0,26243.0,1:1,,,
MVA Travels 18166,,10443.00,10443.0,10443.0,0,4/6/2021,0,10443.0,0,10443.0,10443.0,1:1,10443.0,10443.0,1:1,,,
Mynd Integrated Solutions Pvt Ltd,,,0,0,311706.0,,0,0,0,0,0,0,-311706.0,0,0,,,
MYSORE BELLARY HIGHWAY PRIVATE LIMITED,1982.00,2832.00,0,20768.0,20670.0,4/21/2021,4143,0,0,0,0,0,0,0,0,quaterly,quaterly,quaterly:quaterly
MYSORE CRANES,3186.00,,0,0,990.0,,0,0,0,0,0,0,-990.0,0,0,,,
Naanal Travels 16288,,3481.00,3481.0,3481.0,0,8/27/2021,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
NAGPUR SEONI EXPRESS WAY LTD,1486.00,1770.00,1486.0,7788.0,5804.0,11/17/2021,2718,1486.0,2:1,13592.0,1486.0,9:1,13592.0,1486.0,9:1,Monthly,quaterly,Monthly:quaterly
Nakoda Tours and Travles 22728,,4130.00,4130.0,4130.0,0,1/8/2022,0,4130.0,0,4130.0,4130.0,1:1,4130.0,4130.0,1:1,,,
Nakoda Travels,3500.00,,0,0,0,,0,0,0,0,0,0,0,0,0,,quaterly,
Nakoda Travels 10215,6962.00,4108.00,7589.0,14551.0,0,1/8/2022,4850,7589.0,1:2,14551.0,7589.0,2:1,14551.0,7589.0,2:1,halfyearly,,
NAKSHATRA AGENCY,2230.00,,0,0,1487.0,,0,0,0,0,0,0,-1487.0,0,0,,,
