3/17/2022,Cr,Sales Service 18% Igst,Sales Service,21-22/SR/3877,2440.00,
4575.00,,,,,,4575.00
,,,,,,
Ledger:,JITENDRA JAJWARE,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,2596.00,
,,,,,,
Ledger:,JJ Yatra Travels,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
11/5/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/2467,4130.00,
12/10/2021,Dr,Sales 18% Igst,Credit Note,21-22/CR/45,,649.00
12/30/2021,Dr,IBIBO GROUP PVT LTd OPERATORS,Journal,735,,3500.00
4130.00,,,,,,4149.00
,Cr,Closing Balance,19.00,,,
4149.00,,,,,,4149.00
,,,,,,
Ledger:,JK AGENCIES,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,743.00,
11/19/2021,Dr,SBI OD AC 38852796022,Receipt,3199422044305,,1486.00
743.00,,,,,,1486.00
,Cr,Closing Balance,743.00,,,
1486.00,,,,,,1486.00
,,,,,,
Ledger:,JOBI TOURS AND TRAVELS,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,3258.00,
,,,,,,
Ledger:,JOHN DISTILLERIES PRIVATE LIMITED,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,73958.00,
4/5/2021,Dr,SBI OD AC 38852796022,Receipt,3199967044305,,59589.00
4/16/2021,Dr,SBI OD AC 38852796022,Receipt,JOHND,,8679.00
5/6/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/213,177.00,
5/6/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/214,6726.00,
5/6/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/215,53631.00,
5/6/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/216,8791.00,
6/1/2021,Dr,SBI OD AC 38852796022,Receipt,3199416044303,,59334.00
6/4/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/433,177.00,
6/4/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/434,6726.00,
6/4/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/435,53277.00,
6/4/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/438,8791.00,
6/10/2021,Dr,SBI OD AC 38852796022,Receipt,3199682044307,,58986.00
6/25/2021,Dr,SBI OD AC 38852796022,Receipt,3199681044308,,17284.00
7/5/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/620,177.00,
7/5/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/621,6726.00,
7/5/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/622,53277.00,
7/5/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/623,8791.00,
7/22/2021,Dr,SBI OD AC 38852796022,Receipt,3199416044303,,58986.00
8/5/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/1067,177.00,
8/5/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/1068,6726.00,
8/5/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/1069,53277.00,
8/5/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/1070,8791.00,
8/13/2021,Dr,SBI OD AC 38852796022,Receipt,3199956044307,,58986.00
9/7/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/1794,177.00,
9/7/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/1795,6726.00,
9/7/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/1796,53277.00,
9/7/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/1797,8791.00,
9/9/2021,Dr,SBI OD AC 38852796022,Receipt,3199677044304,,17880.00
9/15/2021,Dr,SBI OD AC 38852796022,Receipt,3199413044306,,58986.00
9/23/2021,Dr,SBI OD AC 38852796022,Receipt,3199422044305,,8046.00
10/5/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/2181,177.00,
10/5/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/2182,6726.00,
10/5/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/2183,53277.00,
10/5/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/2184,8791.00,
10/22/2021,Dr,SBI OD AC 38852796022,Receipt,3199968044304,,8642.00
11/3/2021,Dr,SBI OD AC 38852796022,Receipt,3199422044305,,58986.00
11/5/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/2472,177.00,
11/5/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/2473,6726.00,
11/5/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/2474,53277.00,
11/5/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/2475,8791.00,
11/11/2021,Dr,SBI OD AC 38852796022,Receipt,3199957044306,,8642.00
11/17/2021,Dr,SBI OD AC 38852796022,Receipt,3199421044306,,58986.00
11/23/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/2596,7316.00,
12/6/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/2873,177.00,
12/6/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/2874,6726.00,
12/6/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/2875,53277.00,
12/6/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/2876,8791.00,
12/7/2021,Dr,SBI OD AC 38852796022,Receipt,3199963044309,,7192.00
12/17/2021,Dr,SBI OD AC 38852796022,Receipt,3199413044306,,58986.00
12/22/2021,Dr,SBI OD AC 38852796022,Receipt,3199969044303 /,,8642.00
1/4/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3129,177.00,
1/4/2022,Cr,Sales 18% Gst,Sales Service,2021-22/SR/3130,6726.00,
1/4/2022,Cr,Sales 18% Gst,Sales Service,2021-22/SR/3131,53277.00,
1/4/2022,Cr,Sales 18% Gst,Sales Service,2021-22/SR/3132,8791.00,
1/21/2022,Dr,SBI OD AC 38852796022,Receipt,3199970044309,,58986.00
1/21/2022,Dr,SBI OD AC 38852796022,Receipt,3199971044309,,8642.00
2/3/2022,Cr,Sales Service 18% Igst,Sales Service,2021-22/SR/3411,100.00,
2/3/2022,Cr,Sale Service 18% Gst,Sales Service,2021-22/SR/3413,3811.00,
2/3/2022,Cr,Sale Service 18% Gst,Sales Service,2021-22/SR/3414,28414.00,
2/3/2022,Cr,Sale Service 18% Gst,Sales Service,2021-22/SR/3415,8791.00,
2/17/2022,Dr,SBI OD AC 38852796022,Receipt,3199676044305,,33424.00
2/22/2022,Dr,SBI OD AC 38852796022,Receipt,3199956044307 /,,8642.00
3/3/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3719,100.00,
3/3/2022,Cr,Sales 18% Gst,Sales Service,2021-22/SR/3720,3811.00,
3/3/2022,Cr,Sales 18% Gst,Sales Service,2021-22/SR/3721,30190.00,
3/3/2022,Cr,Sales 18% Gst,Sales Service,2021-22/SR/3722,8791.00,
3/18/2022,Dr,SBI OD AC 38852796022,Receipt,3199969044303,,8642.00
3/25/2022,Dr,SBI OD AC 38852796022,Receipt,3199418044301,,33424.00
3/30/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/4054,100.00,
3/30/2022,Cr,Sales 18% Gst,Sales Service,2021-22/SR/4055,3811.00,
3/30/2022,Cr,Sales 18% Gst,Sales Service,2021-22/SR/4056,30190.00,
3/30/2022,Cr,Sales 18% Gst,Sales Service,2021-22/SR/4057,8791.00,
829267.00,,,,,,768592.00
,Dr,Closing Balance,,,,60675.00
829267.00,,,,,,829267.00
,,,,,,
Ledger:,JOTHI ANDAVAR TRANSPORT HPCL,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/5/2021,Dr,SBI OD AC 38852796022,Receipt,MAB000727081369,,1000.00
4/15/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/50,1000.00,
9/25/2021,Dr,SBI OD AC 38852796022,Receipt,MAC000844422193,,1000.00
10/8/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/2214,1000.00,
2000.00,,,,,,2000.00
,,,,,,
Ledger:,JOTHI TRANSPORT HPCL,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
6/4/2021,Dr,SBI OD AC 38852796022,Receipt,MAB000772274271,,1830.00
8/3/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/964,1830.00,
1830.00,,,,,,1830.00
,,,,,,
Ledger:,JRMS TRANSPORT HPCL,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
6/28/2021,Dr,SBI OD AC 38852796022,Receipt,5098219162092,,1830.00
8/3/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/944,1830.00,
1830.00,,,,,,1830.00
,,,,,,
Ledger:,JSR GAS HPCL,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
8/30/2021,Dr,SBI OD AC 38852796022,Receipt,MAB000845309099,,1830.00
9/30/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/2091,1830.00,
1830.00,,,,,,1830.00
,,,,,,
Ledger:,JTS,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,6962.00,
,,,,,,
Ledger:,JTS Muthalib Travels,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,6962.00,
4/8/2021,Dr,IBIBO GROUP PVT LTd OPERATORS,Journal,21,,7000.00
6962.00,,,,,,7000.00
,Cr,Closing Balance,38.00,,,
7000.00,,,,,,7000.00
,,,,,,
Ledger:,JWALA ASSOCIATES,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,743.00,
,,,,,,
Ledger:,Jyothi Conmix,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,109146.48,
4/1/2021,Cr,JYOTHI CONSTRUCTIONS,Journal,8,7552.00,
4/17/2021,Dr,SBI OD AC 38852796022,Receipt,238142,,25000.00
4/22/2021,Dr,SBI OD AC 38852796022,Receipt,238143,,25000.00
4/27/2021,Cr,Sales 18% Gst,Sales Service,21-22/B6/S/145,19117.00,
5/25/2021,Cr,Sales 18% Gst,Sales Service,21-22/B6/S/338,19117.00,
6/26/2021,Cr,Sales 18% Gst,Sales Service,21-22/B6/S/544,19117.00,
6/30/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/602,33040.00,
7/24/2021,Cr,Sales 18% Igst,Sales Service,21-22/B6/S/795,16727.00,
8/24/2021,Cr,Sales 18% Gst,Sales Service,21-22/B6/S/1560,16727.00,
8/26/2021,Dr,SBI OD AC 38852796022,Receipt,265878,,35000.00
8/26/2021,Dr,SBI OD AC 38852796022,Receipt,/ 265879,,35000.00
9/20/2021,Dr,SBI OD AC 38852796022,Receipt,MAC000840060004,,30000.00
9/23/2021,Cr,Sales 18% Gst,Sales Service,21-22/B6/S/1918,16727.00,
10/26/2021,Cr,Sales 18% Gst,Sales Service,21-22/B6/S/2374,16726.00,
11/24/2021,Cr,Sales 18% Gst,Sales Service,21-22/B6/S/2671,16727.00,
12/24/2021,Cr,Sales 18% Gst,Sales Service,21-22/B6/S/3015,16727.00,
1/25/2022,Cr,Sales 18% Gst,Sales Service,21-22/B6/S/3305,16726.00,
2/21/2022,Dr,SBI OD AC 38852796022,Receipt,297643,,85982.00
2/21/2022,Cr,SBI OD AC 38852796022,Payment,297643,85982.00,
2/23/2022,Dr,SBI OD AC 38852796022,Receipt,297643,,85982.00
2/24/2022,Cr,Sale Service 18% Gst,Sales Service,21-22/B6/S/3592,16726.00,
3/15/2022,Dr,Sales 18% Gst,Credit Note,21-22/CR/62,,12500.00
3/15/2022,Dr,Sales 18% Gst,Credit Note,21-22/CR/61,,12500.00
3/25/2022,Cr,Sales 18% Gst,Sales Service,21-22/B6/S/3943,16726.00,
443610.48,,,,,,346964.00
,Dr,Closing Balance,,,,96646.48
443610.48,,,,,,443610.48
,,,,,,
Ledger:,JYOTHI CONSTRUCTIONS,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,7552.00,
4/1/2021,Dr,Jyothi Conmix,Journal,8,,7552.00
7552.00,,,,,,7552.00
,,,,,,
Ledger:,JYOTI GAS PVT LTD,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/27/2021,Cr,Sales 18% Gst,Sales Service,21-22/B8/S/146,28728.00,
5/7/2021,Dr,SBI OD AC 38852796022,Receipt,3199961044301,,28728.00
28728.00,,,,,,28728.00
,,,,,,
Ledger:,KAILASH CARRIERS LIMITED,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,16646.00,
,,,,,,
Ledger:,Kakrala Gas Agency,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,2313.00,
,,,,,,
Ledger:,Kalaimakal Travels,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/17/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/55,6962.00,
6962.00,,,,,,
,Dr,Closing Balance,,,,6962.00
6962.00,,,,,,6962.00
,,,,,,
Ledger:,Kaliamman Tempo Service,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,12508.00,
4/27/2021,Cr,Sales 18% Igst,Sales Service,21-22/B9/S/147,7375.00,
5/15/2021,Dr,SBI OD AC 38852796022,Receipt,3199682044307,,7375.00
5/25/2021,Cr,Sales 18% Igst,Sales Service,21-22/B9/S/339,7375.00,
6/24/2021,Dr,SBI OD AC 38852796022,Receipt,3199423044304,,7375.00
6/26/2021,Cr,Sales 18% Igst,Sales Service,21-22/B9/S/545,7375.00,
7/12/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/654,8260.00,
7/14/2021,Dr,SBI OD AC 38852796022,Receipt,3199956044307,,8260.00
7/22/2021,Dr,SBI OD AC 38852796022,Receipt,3199676044305,,7375.00
7/24/2021,Cr,Sales 18% Igst,Sales Service,21-22/B9/S/796,7375.00,
8/24/2021,Cr,Sales 18% Igst,Sales Service,21-22/B9/S/1561,4843.00,
55111.00,,,,,,30385.00
,Dr,Closing Balance,,,,24726.00
55111.00,,,,,,55111.00
,,,,,,
Ledger:,KALPANA TRAVELS,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,7109.00,
,,,,,,
Ledger:,KALP TOTAL GAZ DISTRIBUTORS,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,743.00,
10/1/2021,Dr,SBI OD AC 38852796022,Receipt,MAC000850685902,,743.00
743.00,,,,,,743.00
,,,,,,
Ledger:,KALYANI AGENCY,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,743.00,
8/9/2021,Dr,SBI OD AC 38852796022,Receipt,MAB000826494342,,1486.00
11/18/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/2555,743.00,
1486.00,,,,,,1486.00
,,,,,,
Ledger:,KAMALESH TRANSPORT IOCL 11020411,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,609.68,
,,,,,,
Ledger:,KAMATCHI VILAS TRANSPORT HPCL,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
9/15/2021,Dr,SBI OD AC 38852796022,Receipt,5098961162096,,1830.00
9/30/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/2044,1830.00,
3/9/2022,Dr,SBI OD AC 38852796022,Receipt,MAF000071035869,,2440.00
3/17/2022,Cr,Sales Service 18% Igst,Sales Service,21-22/SR/3889,2440.00,
4270.00,,,,,,4270.00
,,,,,,
Ledger:,Kamat Tourist,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
12/30/2021,Dr,IBIBO GROUP PVT LTd OPERATORS,Journal,733,,1000.00
,,,,,,1000.00
,Cr,Closing Balance,1000.00,,,
1000.00,,,,,,1000.00
,,,,,,
Ledger:,KAMAT TOURIST-BLR,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,3079.00,
,,,,,,
Ledger:,Kanakadurga Finance Limited,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
8/7/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1098,112100.00,
8/7/2021,Dr,SBI OD AC 38852796022,Receipt,3199418044301,,56050.00
8/10/2021,Dr,SBI OD AC 38852796022,Receipt,3199680044308 /,,56050.00
12/16/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/2950,4720.00,
12/16/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/2951,4720.00,
12/16/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/2952,4720.00,
12/16/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/2953,4720.00,
12/17/2021,Dr,SBI OD AC 38852796022,Receipt,3199415044304,,4640.00
12/17/2021,Dr,SBI OD AC 38852796022,Receipt,3199957044306,,4640.00
12/17/2021,Dr,SBI OD AC 38852796022,Receipt,3199956044307,,4640.00
12/17/2021,Dr,SBI OD AC 38852796022,Receipt,3199422044305,,4640.00
1/5/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3153,4720.00,
1/7/2022,Dr,SBI OD AC 38852796022,Receipt,3199419044300,,4640.00
2/26/2022,Cr,Sales Service 18% Igst,Sales Service,2021-22/SR/3699,4720.00,
3/2/2022,Dr,SBI OD AC 38852796022,Receipt,3199676044305 /,,4640.00
3/25/2022,Cr,Sales 18% Igst,Sensales,2021-22/SLB/4010,67260.00,
3/26/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/4028,4720.00,
3/28/2022,Dr,SBI OD AC 38852796022,Receipt,3199970044309 /,,4640.00
3/29/2022,Dr,SBI OD AC 38852796022,Receipt,3199411044308 /,,67260.00
212400.00,,,,,,211840.00
,Dr,Closing Balance,,,,560.00
212400.00,,,,,,212400.00
,,,,,,
Ledger:,kanha Travels19148,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
9/15/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1829,6962.00,
10/15/2021,Dr,Sales 18% Igst,Credit Note,21-22/CR/37,,6962.00
11/23/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/2587,6962.00,
13924.00,,,,,,6962.00
,Dr,Closing Balance,,,,6962.00
13924.00,,,,,,13924.00
,,,,,,
Ledger:,Kareng Travels19381,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,3481.00,
8/5/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1058,6962.00,
10443.00,,,,,,
,Dr,Closing Balance,,,,10443.00
10443.00,,,,,,10443.00
,,,,,,
Ledger:,Karnataka Travels,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,84498.00,
,,,,,,
Ledger:,Kartar Travels Pvt Ltd,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
9/11/2021,Dr,SBI OD AC 38852796022,Receipt,4693564162098,,7000.00
9/30/2021,Cr,Sensel Telematics Private Limited,Journal,519,6962.00,
6962.00,,,,,,7000.00
,Cr,Closing Balance,38.00,,,
7000.00,,,,,,7000.00
,,,,,,
Ledger:,KARTHICK GAS CARRIERS IOCL 11004363,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,1089.68,
,,,,,,
Ledger:,KARTHIK BULK CARRIERS HPCL,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
7/19/2021,Dr,SBI OD AC 38852796022,Receipt,GOWTHAMI,,1830.00
8/13/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/1300,1830.00,
1830.00,,,,,,1830.00
,,,,,,
Ledger:,Kartik Tours Travels 16860,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,6962.00,
,,,,,,
Ledger:,KASANA AUTO CARRIERS,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,11682.80,
4/27/2021,Cr,Sales 18% Igst,Sales Service,21-22/B4/S/161,5841.00,
5/25/2021,Cr,Sales 18% Igst,Sales Service,21-22/B4/S/352,5841.00,
6/23/2021,Dr,SBI OD AC 38852796022,Receipt,MAB000786721725,,23364.00
6/26/2021,Cr,Sales 18% Igst,Sales Service,21-22/B4/S/561,5841.00,
7/24/2021,Cr,Sales 18% Igst,Sales Service,21-22/B4/S/811,5841.00,
8/24/2021,Cr,Sales 18% Igst,Sales Service,21-22/B4/S/1577,5841.00,
9/23/2021,Cr,Sales 18% Igst,Sales Service,21-22/B4/S/1936,5841.00,
11/8/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/2491,5841.00,
11/11/2021,Dr,SBI OD AC 38852796022,Receipt,MAD000010377114,,18000.00
11/24/2021,Cr,Sales 18% Igst,Sales Service,21-22/B4/S/2688,5841.00,
12/24/2021,Cr,Sales 18% Igst,Sales Service,21-22/B4/S/3033,2655.00,
1/25/2022,Cr,Sales 18% Igst,Sales Service,21-22/B4/S/3322,3186.00,
2/24/2022,Cr,Sales Service 18% Igst,Sales Service,21-22/B4/S/3609,3186.00,
3/11/2022,Dr,SBI OD AC 38852796022,Receipt,MAE000072524114,,26073.00
67437.80,,,,,,67437.00
,Dr,Closing Balance,,,,0.80
67437.80,,,,,,67437.80
,,,,,,
Ledger:,Kasol Travel Point,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Dr,Opening Balance,,,,3519.00
11/24/2021,Dr,SBI OD AC 38852796022,Receipt,pankaj,,3500.00
3/28/2022,Cr,Sensel Telematics Private Limited,Journal,944,3481.00,
3481.00,,,,,,7019.00
,Cr,Closing Balance,3538.00,,,
7019.00,,,,,,7019.00
,,,,,,
Ledger:,Kaveri Grammena Bank,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,9346.00,
,,,,,,
Ledger:,Kaveri Travels,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/6/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/6,10443.00,
1/28/2022,Cr,Sales 18% Igst,Sensales,2021-22/SLB/3385,104430.00,
114873.00,,,,,,
,Dr,Closing Balance,,,,114873.00
114873.00,,,,,,114873.00
,,,,,,
Ledger:,KAVIYA BULK CARRIERS HPCL,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
11/30/2021,Cr,Sales 18% Igst,Sales Service,21-22/SR/2802,1830.00,
3/2/2022,Dr,SBI OD AC 38852796022,Receipt,MAF000065969194,,1830.00
1830.00,,,,,,1830.00
,,,,,,
Ledger:,KAVYA RANI,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,6195.00,
,,,,,,
Ledger:,KCM BULK CARRIERS,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
9/15/2021,Dr,SBI OD AC 38852796022,Receipt,5098420162091,,50000.00
9/18/2021,Dr,SBI OD AC 38852796022,Receipt,4693566162096,,4800.00
11/11/2021,Dr,SBI OD AC 38852796022,Receipt,5099071162099,,50000.00
11/16/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/2535,100001.00,
100001.00,,,,,,104800.00
,Cr,Closing Balance,4799.00,,,
104800.00,,,,,,104800.00
,,,,,,
Ledger:,K C Ravi,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,10881.00,
11/17/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/2548,4248.00,
15129.00,,,,,,
,Dr,Closing Balance,,,,15129.00
15129.00,,,,,,15129.00
,,,,,,
Ledger:,KEC INTERNATIONAL LIMITED,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Dr,Opening Balance,,,,36814.00
1/7/2022,Dr,SBI OD AC 38852796022,Receipt,AOEQ031898,,17700.00
1/12/2022,Dr,SBI OD AC 38852796022,Receipt,AOER543314,,9244.80
2/24/2022,Dr,SBI OD AC 38852796022,Receipt,AOF4377701,,16506.00
,,,,,,80264.80
,Cr,Closing Balance,80264.80,,,
80264.80,,,,,,80264.80
,,,,,,
Ledger:,KEC INTERNATIONAL LIMITED 06,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,13731.00,
,,,,,,
Ledger:,KEC INTERNATIONAL LIMITED 08,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/1/2021,Cr,Opening Balance,,,62088.00,
6/26/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/594,153990.00,
7/12/2021,Cr,Sensel Telematics Private Limited,Journal,229,33040.00,
7/13/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/662,1180.00,
7/15/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/675,5098.00,
7/21/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/732,16520.00,
7/28/2021,Dr,State Bank of India,Receipt,AODP735354,,140940.00
8/11/2021,Cr,Sensel Telematics Private Limited,Journal,371,8260.00,
8/11/2021,Cr,Sensel Telematics Private Limited,Journal,372,8260.00,
8/11/2021,Cr,Sensel Telematics Private Limited,Journal,373,8260.00,
8/11/2021,Cr,Sensel Telematics Private Limited,Journal,374,8260.00,
8/17/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/1405,2360.00,
8/17/2021,Cr,Sensel Telematics Private Limited,Journal,392,20650.00,
